relationship_status,asset_name,fund_name,project_name,asset_address,fund_asset_name,asset_kind,asset_type,fund_status,project_status,missing_parts,asset_id,fund_id,project_id,fund_short_name,fund_sector,project_type,fund_relation_type,project_relation_type,fund_exposure_role,fund_directness,fund_relation_confidence,project_relation_confidence,fund_lookup_status,project_lookup_status,project_lookup_source,fund_relation_source_table,fund_relation_source_id,project_relation_source_table,project_relation_source_id,asset_review_status,asset_source_confidence
missing_one_or_more_names,와이에이치파워1 주식,이지스코어에너지인프라일반사모투자신탁제1호,,,"한림그린에너지 주식 및 대여금, 코어그린에너지 주식 및 대여금, 이지스유에이치 주식 및 대여금, 유에이치파워 대여금, 와이에이치파워1 주식, 와이에이치파워2 주식, 와이에이치파워3 주식, 와이에이치파워4 주식",physical_asset,,운용,,project_name,ast_12a2b6420432,120045,,코어에너지1호,특별자산,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58631,,,verified,0.94
missing_one_or_more_names,"StepStone Secondary Opportunities Fund V Offshore, L.P.",,,,,physical_asset,,,,fund_name; project_name,ast_136a3a7abf72,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,GRAN PASEO 혼코마고메,,,일본 도쿄도 23구 내,,physical_asset,,,,fund_name; project_name,ast_1413056b8256,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,PASEO 신주쿠,,,일본 도쿄도 23구 내,,physical_asset,,,,fund_name; project_name,ast_14c10f336834,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,151호 수익증권(재간접),,,열우물로 90,,physical_asset,주거,,,fund_name; project_name,ast_14eb09ddf188,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,롯데백화점분당점,,,경기도 성남시 분당구 수내동 14,,physical_asset,오피스복합,,,fund_name; project_name,ast_15237c00f653,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,시그니쳐타워,,,서울특별시 중구 수표동 99,,physical_asset,오피스,,,fund_name; project_name,ast_15f689589eb3,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,Brookfield Super-Core Infrastructure Partners,,,,,physical_asset,,,,fund_name; project_name,ast_162787785646,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,영등포역 오피스텔 개발사업,,,서울특별시 영등포구 영등포동1가 143-3,,physical_asset,주거,,,fund_name; project_name,ast_16a56a088f89,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,"Pantheon Viking Co-Invest LP, NMP V",,,,,physical_asset,,,,fund_name; project_name,ast_16fa6fcbebcc,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,Courtyard Raleigh Midtown,,,1041 Wake Towne Drive,,physical_asset,호텔,,,fund_name; project_name,ast_177a1b236451,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,"국내 상장 리츠, 리츠IPO",,,,,physical_asset,,,,fund_name; project_name,ast_17859af0b93a,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,Tori Di Quartesolo,이지스글로벌일반사모부동산투자신탁335호,,"Veneto, Vicenza, Italy","San Mauro Torinese, Carugate, Verona, Tori Di Quartesolo, Campegine, Camplogalliano, Bologna Interporto",physical_asset,물류센터,청산,,project_name,ast_179a3e793b6f,112401,,335호,물류,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58220,,,verified,0.94
missing_one_or_more_names,Spring Creek Towers,,,"1255 Granville Payne Ave, Brooklyn, NY",,physical_asset,,,,fund_name; project_name,ast_17d191ea5a3f,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,케이에이치테크단북1호,이지스일반사모투자신탁435호(태양광),,"경상북도 예천군 풍양면 홍천리 356, 357, 390","다산1, 동서발전, 진이엔지, 현대산업쏠라5호, 케이앤스틸테크놀로지, 리에너지, 지우태양광, 에스지, 케이앤씨벨에포크, 케이에이치테크단북1호, 미션, 윈즈에너지, 이큐에너지, 소망, 청수, 봉산햇빛, 행암에너지일호, 도원에너지, 솔빛에너지, 에스와이솔라, 에이치엠솔라1, 이에스에이치12, 지티씨솔라13호, 강구16호, 외삼1호, 외삼2호, 솔라트리1호, 김송하, 에스이피브, 케이앤씨헤르메스, 모두에너지, 솔라팩토리10호, 씨에스에너텍, 알이씨에너지, 알이엔네트웍스, 어량리, 비케이솔라, 와이알에너지, 유현그린, 케이앤씨그린북, 디앤피상주, 적화솔라, 솔라시너지햇빛1호, 이인메가태양광, 솔라팩토리22호, 솔라팩토리19호",physical_asset,,운용,,project_name,ast_181f610edf73,112584,,435호,특별자산,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58420,,,verified,0.94
missing_one_or_more_names,이지스제542호부동산일반사모투자회사(제1종),,,,,physical_asset,주거,,,fund_name; project_name,ast_18332a11a1f7,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,이지스 코어에너지인프라 1호 수익증권,,,,,physical_asset,,,,fund_name; project_name,ast_19343fe25554,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,"MRP Buyer, LLC에 대한 선순위 대출",,,,,physical_asset,,,,fund_name; project_name,ast_199ba4e0626d,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,"AA- 이상 채권,  메자닌, 리츠IPO, 국내 상장 리츠, 공모주, 스팩",,,,,physical_asset,,,,fund_name; project_name,ast_19dc673946e8,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,서영빌딩 (투자),이지스 KORIF 사모부동산투자신탁 22호,,경기도 성남시 분당구 수내동 6-3,"서영빌딩, 탑빌딩, 트리스빌딩, 호수빌딩",physical_asset,,청산,,project_name,ast_19e5bba5f247,112025,,22호,오피스,,underlying_asset,,direct_owner,direct,0.98,,resolved,no_project_link,no_project_link,fund_assets,57896,,,auto_created,0.98
missing_one_or_more_names,더강남832PFV의 지분증권 및 대출채권,,,서울 강남구 강남대로 330,,physical_asset,오피스,,,fund_name; project_name,ast_1a20ea59c075,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,청수,이지스일반사모투자신탁435호(태양광),,"충청남도 서천군 서면 원두리 산79-1, 80","다산1, 동서발전, 진이엔지, 현대산업쏠라5호, 케이앤스틸테크놀로지, 리에너지, 지우태양광, 에스지, 케이앤씨벨에포크, 케이에이치테크단북1호, 미션, 윈즈에너지, 이큐에너지, 소망, 청수, 봉산햇빛, 행암에너지일호, 도원에너지, 솔빛에너지, 에스와이솔라, 에이치엠솔라1, 이에스에이치12, 지티씨솔라13호, 강구16호, 외삼1호, 외삼2호, 솔라트리1호, 김송하, 에스이피브, 케이앤씨헤르메스, 모두에너지, 솔라팩토리10호, 씨에스에너텍, 알이씨에너지, 알이엔네트웍스, 어량리, 비케이솔라, 와이알에너지, 유현그린, 케이앤씨그린북, 디앤피상주, 적화솔라, 솔라시너지햇빛1호, 이인메가태양광, 솔라팩토리22호, 솔라팩토리19호",physical_asset,,운용,,project_name,ast_1a611af09927,112584,,435호,특별자산,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58425,,,verified,0.94
missing_one_or_more_names,ARDIAN ASF IX Infrastructure SWF,,,,,physical_asset,,,,fund_name; project_name,ast_1a6da4237f05,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,Bristol Logistics Amazon,이지스글로벌일반사모부동산투자신탁281-1호,,"Unit 4, Central Park, Central Avenue, Severn Beach, Bristol, UK","Paris Logistics Amazon , Bristol Logistics Amazon , Barcelona Logistics Amazon",physical_asset,물류센터,운용,,project_name,ast_1a7bbfa76876,112324,,281-1호,물류,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58162,,,verified,0.94
missing_one_or_more_names,Bristol Logistics Amazon,이지스글로벌공모부동산투자신탁281호(파생형),,"Unit 4, Central Park, Central Avenue, Severn Beach, Bristol, UK","Paris Logistics Amazon , Barcelona Logistics Amazon , Bristol Logistics Amazon",physical_asset,물류센터,운용,,project_name,ast_1a7bbfa76876,112325,,281호,물류,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58166,,,verified,0.94
missing_one_or_more_names,SK명동빌딩,,,서울시 중구 명동1가 59-5외 8필지,,physical_asset,오피스복합,,,fund_name; project_name,ast_1a8c0ab8b13b,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,성리태양광발전소,이지스일반사모투자신탁392호(태양광),,경상남도 합천군 대병면 성리 산 117,"참빛솔라 태양광발전소, 최강일 태양광발전소, 신명솔라 태양광발전소, 성리태양광발전소, 새금풍력태양광발전소, 엠아이파워, 해량에너지, 시온솔라, 의령1호, 의령2호, 의령3호, 나눔과사랑, 건화솔라, 투태모에너지3호, 비취정보기술, 은하수솔라, 화성솔라, 임원, 누리, 평화와번영, 옥스포드, 미래화희망, 해바라기, 디앤피입암리1호, 한려, 해담은삼척1호",physical_asset,,운용,,project_name,ast_1aa61ea72a74,112504,,392호,특별자산,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58331,,,verified,0.94
missing_one_or_more_names,채권,,,,,physical_asset,,,,fund_name; project_name,ast_1ba78b46e989,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,대구시티센터 (투자),이지스티디에이치제32호사모부동산투자유한회사,,대구광역시 중구 문화동 11-1,대구시티센터,physical_asset,오피스복합,운용,,project_name,ast_1c2b0c57e8b7,112033,,32호,복합(호텔),,underlying_asset,,direct_owner,direct,0.98,,resolved,no_project_link,no_project_link,fund_assets,57905,,,auto_created,0.98
missing_one_or_more_names,CBRE IM European Logistics Partners Fund,,,,,physical_asset,물류센터,,,fund_name; project_name,ast_1ce55ba1b6ee,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,천안성성7지구공동주택,,,충남 천안시 서북구 성성동 366-3번지 일원,,physical_asset,주거,,,fund_name; project_name,ast_1daf77258172,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,"공모주, 스팩",,,,,physical_asset,,,,fund_name; project_name,ast_1db4b67ee880,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,솔라팩토리10호,이지스일반사모투자신탁435호(태양광),,"포천시 자작동 595, 596, 709-77 외 7개사 지붕","다산1, 동서발전, 진이엔지, 현대산업쏠라5호, 케이앤스틸테크놀로지, 리에너지, 지우태양광, 에스지, 케이앤씨벨에포크, 케이에이치테크단북1호, 미션, 윈즈에너지, 이큐에너지, 소망, 청수, 봉산햇빛, 행암에너지일호, 도원에너지, 솔빛에너지, 에스와이솔라, 에이치엠솔라1, 이에스에이치12, 지티씨솔라13호, 강구16호, 외삼1호, 외삼2호, 솔라트리1호, 김송하, 에스이피브, 케이앤씨헤르메스, 모두에너지, 솔라팩토리10호, 씨에스에너텍, 알이씨에너지, 알이엔네트웍스, 어량리, 비케이솔라, 와이알에너지, 유현그린, 케이앤씨그린북, 디앤피상주, 적화솔라, 솔라시너지햇빛1호, 이인메가태양광, 솔라팩토리22호, 솔라팩토리19호",physical_asset,,운용,,project_name,ast_1e2221e5e270,112584,,435호,특별자산,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58442,,,verified,0.94
missing_one_or_more_names,"국내 상장 리츠, 상장 인프라펀드, 채권형 펀드",,,,,physical_asset,,,,fund_name; project_name,ast_1e36ef9dd9b2,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,위례Senior Living 개발사업,,,서울시 송파구 거여동 573-1 일원,,physical_asset,주거,,,fund_name; project_name,ast_1e6db3434a24,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,이지스333호(홍대 코리빙 복합시설),,,서울시 마포구 서교동 460-25 일원,,physical_asset,,,,fund_name; project_name,ast_1eb3221796bb,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,오산세교2지구 M-1BL 주상복합,,,경기도 오산시 오산세교2지구 M1BL,,physical_asset,오피스복합,,,fund_name; project_name,ast_1f096e28a63c,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,효제동 주거용 오피스텔,,,서울특별시 종로구 효제동 21-3번지 일원,,physical_asset,주거,,,fund_name; project_name,ast_1f6899d52522,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,옥스포드,이지스일반사모투자신탁392호(태양광),,전라남도 고흥군 도화면 봉룡리 산221-1,"참빛솔라 태양광발전소, 최강일 태양광발전소, 신명솔라 태양광발전소, 성리태양광발전소, 새금풍력태양광발전소, 엠아이파워, 해량에너지, 시온솔라, 의령1호, 의령2호, 의령3호, 나눔과사랑, 건화솔라, 투태모에너지3호, 비취정보기술, 은하수솔라, 화성솔라, 임원, 누리, 평화와번영, 옥스포드, 미래화희망, 해바라기, 디앤피입암리1호, 한려, 해담은삼척1호",physical_asset,,운용,,project_name,ast_1f7b90e8b01b,112504,,392호,특별자산,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58348,,,verified,0.94
missing_one_or_more_names,괌 소재 종합병원(GRMC)에 대한 선순위,,,"133 Route 3, Dededo, County, Guam 96912",,physical_asset,,,,fund_name; project_name,ast_1f99948b6e40,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,Courtyard Miami Airport West Doral,,,3929 NW 79th Avenue,,physical_asset,호텔,,,fund_name; project_name,ast_1fd14a31b02a,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,"국내 상장 리츠, 신주인수권증서, 공모주",,,,,physical_asset,,,,fund_name; project_name,ast_204fd0903755,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,종로타워,,,서울특별시 종로구 종로2가 6,,physical_asset,오피스,,,fund_name; project_name,ast_20f01c104a7a,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,해바라기,,,전라남도 고흥군 도화면 봉룡리 산221-1,,physical_asset,,,,fund_name; project_name,ast_211d00ab23dd,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,평화와번영,이지스일반사모투자신탁392호(태양광),,강원도 평창군 평창읍 고길리 86-1,"참빛솔라 태양광발전소, 최강일 태양광발전소, 신명솔라 태양광발전소, 성리태양광발전소, 새금풍력태양광발전소, 엠아이파워, 해량에너지, 시온솔라, 의령1호, 의령2호, 의령3호, 나눔과사랑, 건화솔라, 투태모에너지3호, 비취정보기술, 은하수솔라, 화성솔라, 임원, 누리, 평화와번영, 옥스포드, 미래화희망, 해바라기, 디앤피입암리1호, 한려, 해담은삼척1호",physical_asset,,운용,,project_name,ast_211db1826682,112504,,392호,특별자산,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58347,,,verified,0.94
missing_one_or_more_names,공주시 웅진동 공동주택,,,충청남도 공주시 웅진동,,physical_asset,주거,,,fund_name; project_name,ast_2135120fef32,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,G밸리비즈플라자,,,서울특별시 구로구 구로동 188-25,,physical_asset,오피스복합,,,fund_name; project_name,ast_21ccb7c9f7bd,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,이지스일반사모투자신탁392호(태양광),이지스일반사모투자신탁392호(태양광),,남양동 330-3,"참빛솔라 태양광발전소, 최강일 태양광발전소, 신명솔라 태양광발전소, 성리태양광발전소, 새금풍력태양광발전소, 엠아이파워, 해량에너지, 시온솔라, 의령1호, 의령2호, 의령3호, 나눔과사랑, 건화솔라, 투태모에너지3호, 비취정보기술, 은하수솔라, 화성솔라, 임원, 누리, 평화와번영, 옥스포드, 미래화희망, 해바라기, 디앤피입암리1호, 한려, 해담은삼척1호",physical_asset,,운용,,project_name,ast_222407c92192,112504,,392호,특별자산,,underlying_asset,,direct_owner,direct,0.98,,resolved,no_project_link,no_project_link,fund_assets,58332,,,auto_created,0.98
missing_one_or_more_names,The-K호텔서울 부지 재개발사업,,,서울시 서초구 양재동 202외 3 필지,,physical_asset,오피스복합,,,fund_name; project_name,ast_223406583df1,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,부천카스퀘어,,,"경기도 부천시 오정구 삼정동 366-1, 366-10 토지 및 건물 전체 *366-1번지 일부",,physical_asset,특별자산,,,fund_name; project_name,ast_2235d1489ae1,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,뉴코아아울렛(평촌),이지스전문투자형사모투자신탁154호,,경기도 안양시 동안구 호계동 1039-3,"NC백화점(야탑), 뉴코아아울렛(평촌), 뉴코아아울렛(일산)",physical_asset,,청산,,project_name,ast_223bae23bf93,112155,,154호,리테일,,underlying_asset,,direct_owner,direct,0.98,,resolved,no_project_link,no_project_link,fund_assets,58024,,,auto_created,0.98
missing_one_or_more_names,뉴코아아울렛(평촌),이지스E코크렙6호전문투자형사모투자신탁102호,,경기도 안양시 동안구 호계동 1039-3,"NC백화점(야탑), 뉴코아아울렛(평촌), 뉴코아아울렛(일산)",physical_asset,,청산,,project_name,ast_223bae23bf93,112081,,102호,리테일,,underlying_asset,,direct_owner,direct,0.98,,resolved,no_project_link,no_project_link,fund_assets,57956,,,auto_created,0.98
missing_one_or_more_names,"채권, 메자닌, 국내 주식, ETF, 상장 리츠, 공모주, 이벤트 드리븐",,,,,physical_asset,,,,fund_name; project_name,ast_22796a68985d,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,"해외 주식, 채권, 공모주, 스팩, ETF, 선물, 단기금융상품",,,,,physical_asset,,,,fund_name; project_name,ast_22ffb98ad420,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,비취정보기술,이지스일반사모투자신탁392호(태양광),,양양군 현남면 정자리,"참빛솔라 태양광발전소, 최강일 태양광발전소, 신명솔라 태양광발전소, 성리태양광발전소, 새금풍력태양광발전소, 엠아이파워, 해량에너지, 시온솔라, 의령1호, 의령2호, 의령3호, 나눔과사랑, 건화솔라, 투태모에너지3호, 비취정보기술, 은하수솔라, 화성솔라, 임원, 누리, 평화와번영, 옥스포드, 미래화희망, 해바라기, 디앤피입암리1호, 한려, 해담은삼척1호",physical_asset,,운용,,project_name,ast_2382027b08d5,112504,,392호,특별자산,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58342,,,verified,0.94
