fund_id,short_name,fund_name,vehicle_type,holding_type,fund_form,multi_class_type,aum_inclusion_flag,status,aggregate_asset_names,aggregate_beneficiary_names,aggregate_lender_names,source_row_number,row_hash
120063,562의1호,이지스일반사모부동산자투자신탁제562의1호,Fund,모펀드,자펀드(수익차등_운용),수익차등,Y,운용,위례Senior Living 개발사업,비공개,,852,653e95e661107af7e6070b7b2cf472b3ec6dff8f695d4ddedfa5a3b27c1c1c35
120064,562의1호(1종),이지스일반사모부동산자투자신탁제562의1호(1종),Fund,자펀드,수익차등(수익권),수익차등,N,운용,위례Senior Living 개발사업,,,853,886b6e1652352c1ed59615c3753adc920147105d82e6a511bae48df4cb4782cd
120065,562의1호(2종),이지스일반사모부동산자투자신탁제562의1호(2종),Fund,자펀드,수익차등(수익권),수익차등,N,운용,위례Senior Living 개발사업,,,854,735821da97893969c5be50031b9e868f3afa69ee1ffaf370a46ebadd4ea0ce2d
120066,562의1호(3종),이지스일반사모부동산자투자신탁제562의1호(3종),Fund,자펀드,수익차등(수익권),수익차등,N,운용,위례Senior Living 개발사업,,,855,5fba01c3560922c2909a9f2a48d7ed2398305aeaa1178d736788503f547117e0
120067,562의1호(4종),이지스일반사모부동산자투자신탁제562의1호(4종),Fund,자펀드,수익차등(수익권),수익차등,N,운용,위례Senior Living 개발사업,,,856,0206235dde8f5ab449fac164ed03767e49f65c9e9c169af9c3e75185c0dafada
120068,562의1호(5종),이지스일반사모부동산자투자신탁제562의1호(5종),Fund,자펀드,수익차등(수익권),수익차등,N,운용,위례Senior Living 개발사업,,,857,3fcad520ff0a4aca975c538e45c248ce88e7e5017af4e65b506d0c2f1ed3f390
120069,562의1호(6종),이지스일반사모부동산자투자신탁제562의1호(6종),Fund,,해당없음,,Y,설정예정,위례Senior Living 개발사업,,,858,6429abe78afb3838f4db7ee00cd0ac2e5f8286e207ecd3554a9312d58f153a3d
120070,555호,이지스제555호부동산일반사모투자회사,Fund,일반펀드,일반펀드,일반,Y,운용,이지스10호(2종)의 수익증권,"RECO Marigold Private Limited., 에스원, 이지스자산운용 고유자금","DB손해보험, 새마을금고중앙회",859,f9730caa14ee71913721965d7424df92d36758751187f00ec670ce84910ac358
120071,10호(1종),이지스KORIF일반사모부동산투자신탁10호(1종),Fund,자펀드,수익차등(수익권),수익차등,Y,청산,,,,860,00733fadc684ec7a42368a16dad6f57fd0ab63f3d1432cfb112f7c920bda1a0b
120072,10호(2종),이지스KORIF일반사모부동산투자신탁10호(2종),Fund,자펀드,수익차등(수익권),수익차등,Y,운용,,,,861,490e397a28fb0cb53f91c2fcdc12bc0b1de5adf276c344e8af7205d0beeeb8e8
120073,송도SS,이지스송도스페셜시츄에이션일반사모부동산투자신탁,Fund,,해당없음,,Y,미설정,,,,862,833291c28938a9917e320b8d6afccd591e9f2389013dee30f00fe96ecee42ec8
120074,567호,이지스일반사모부동산투자신탁567호,Fund,일반펀드,일반펀드,일반,Y,운용,용산라이프PFV(보통주),비공개,,863,e9c4474a531a6c51fd5f4f25adc589ee7dab2c1b7f447434967aed780d6c41b1
120075,43-3호,이지스일반사모부동산자투자신탁43-3호,Fund,,해당없음,,Y,설정예정,,,,864,6a5253ecda43e0a05b48e15e6985819fa4b8b7e269d1722e58afa1cf53a16b3d
120076,경산 SS1호,이지스경산스페셜시츄에이션일반사모부동산투자신탁제1호,Fund,일반펀드,일반펀드,일반,Y,운용,이지스경산물류제1호일반사모부동산투자회사의 1종 종류주식,"이지스NPL4호, 장풍이노베이션",,865,2fe585da0185cd16de278080524b0add196568fcf2562e24f97cb9fdf3d93964
120077,경산물류1호,이지스경산물류제1호일반사모부동산투자회사,Fund,,해당없음,,Y,미설정,,,,866,3b8e6d21defc7a6fafa2ef0e75151b417d813b4632bf021d7435383381cd78b6
120081,경산로지스1-1호,이지스경산로지스일반사모부동산투자신탁제1-1호(운용),Fund,모펀드,수익차등(운용),수익차등,Y,운용,이지스경산로지스1호(보통주),"엔에이치투자증권, 장풍이노베이션",,867,c0d12a417276c1dd3ea2e0c3a695e7ee626cb0ac53d92e7b1d27d274cb818807
120082,경산로지스1-1호(1종),이지스경산로지스일반사모부동산투자신탁제1-1호(1종),Fund,자펀드,수익차등(수익권),수익차등,Y,운용,,,,868,e27c524a43f33a9f6648de87dc2a724228cb3b29d84f4120b788d9e44cce8c45
120083,경산로지스1-1호(2종),이지스경산로지스일반사모부동산투자신탁제1-1호(2종),Fund,자펀드,수익차등(수익권),수익차등,Y,청산,,,,869,9a67e2b0d77caad8d38922995e31930b21f9b6dd0ab1f8510be4476810e880c5
120084,산단2호,이지스산업단지환경개선일반사모부동산투자신탁제2호,Fund,일반펀드,일반펀드,일반,Y,운용,이지스제572호부동산일반사모투자회사(1종),"삼우씨엠건축사사무소, 이지스자산운용, 한국산업단지공단",,870,71bcac6114a230d76f6a084224efa7898eddaeeac56d8ba71c45acbf04f2d9c8
120085,경산로지스1호,이지스경산로지스제1호일반사모부동산투자회사(운용),Fund,모펀드,수익차등(운용),수익차등,Y,운용,경산 쿠팡물류센터,"이지스경산로지스일반사모부동사투자신탁제1-1호(운용), 이지스경산스페셜시츄에이션일반사모부동산투자신탁제1호, 이지스자산운용","iM캐피탈(구, DGB캐피탈), 광주은행, 미래에셋캐피탈, 수협은행, 한국투자캐피탈",871,ceba91a0a166ee2c2807f70b074bbb1423a68516c42435a64850f1fbdb5cad8f
120086,경산로지스1호(보통주식),이지스경산로지스제1호일반사모부동산투자회사(보통주),Fund,자펀드,수익차등(수익권),수익차등,Y,운용,,,,872,ea73f557e10fbecb1972a9060d5a1e84bf726ff4429b542eb351ea2805128634
120087,경산로지스1호(1종),이지스경산로지스제1호일반사모부동산투자회사(1종),Fund,자펀드,수익차등(수익권),수익차등,Y,운용,,,,873,51c67bc0868c567d5bc722affaaaadda8dc91d79064d3c6512a24f7bb49013bb
120088,경산로지스1호(2종),이지스경산로지스제1호일반사모부동산투자회사(2종),Fund,자펀드,수익차등(수익권),수익차등,Y,청산,,,,874,d684517317560f1852f2a610d1374588133fdbd394fa40cf76eee4794b65e904
120089,395호(1-1종),이지스제395호전문투자형사모부동산투자유한회사(1-1종),Fund,자펀드,수익차등(수익권),수익차등,Y,운용,,,,875,69279e971113a7b3aa516939b1a644e31bd06eb59b1547ef904a4edcb1182433
120090,395호(2-1종),이지스제395호전문투자형사모부동산투자유한회사(2-1종),Fund,자펀드,수익차등(수익권),수익차등,Y,운용,,,,876,e0bb74c3ccae6111fc915bd2866b4978a407cd4a4d37131bd08b34911d3a7cda
120091,RE100솔라1호,이지스RE100솔라일반사모투자신탁제1호(운용),Fund,모펀드,수익차등(운용),수익차등,Y,운용,"재생에너지 플랫폼회사(""HoldCo"")에 대한 지분 및 주주대여금","삼성물산, 유진투자증권, 이지스자산운용, 케이비캐피탈, 한국투자증권",,877,286ed52221d35979b8405d003b4d2a7c58fbf55c22ad09f38821759f1dc20fd3
120092,RE100솔라1호(1종),이지스RE100솔라일반사모투자신탁제1호(1종),Fund,자펀드,수익차등(수익권),수익차등,Y,운용,,,,878,e7e2ce79859312b58c4f308558377d6efe3a4e8dfb66e1e571eaaa8b278d5225
120093,RE100솔라1호(2종),이지스RE100솔라일반사모투자신탁제1호(2종),Fund,자펀드,수익차등(수익권),수익차등,Y,운용,,,,879,52185cacfd5e60b05fbd582bdf8c388581c7feedfe0b15c96afb09e7b4170eac
120094,장기지분형1-3호,이지스장기지분형일반사모부동산투자신탁제1-3호,Fund,일반펀드,일반펀드,일반,Y,운용,서울인터내셔널타워(SI타워),"개인(이규성), 이지스자산운용, 한국교직원공제회",,880,f280daa2babad3044b6b7eb583f1809fc31ed29c962efef5fc3735ab71453c88
120095,코어플랫폼3호,이지스코어플랫폼일반사모자투자신탁제3호,Fund,,해당없음,,Y,설정예정,,,,881,071b7d4e49e6c687650751c7b64abbec8b638b2c7e73ae066304f9f3f872e93f
120096,재구조화선순위대출,이지스재구조화선순위대출일반사모부동산투자신탁,Fund,일반펀드,해당없음,일반,Y,설정예정,,,,882,81608f6ca82ead74484d6753ac3415c42b907677a760c68d3e914fa7ea2f4224
120097,항만현대화1호,이지스항만현대화인프라일반사모투자신탁제1호,Fund,,해당없음,,Y,설정예정,,,,883,d1e4cb91c86b832b8b6a30354bf610c832ee05d24bac9a70dfe7768385e394dd
120098,372호(3종),이지스국내오피스일반사모부동산투자신탁제372호(3종),Fund,자펀드,수익차등(수익권),수익차등,Y,운용,,,,884,4ccbf6427b45d86ac541b5bdeeac566e380bd2d9a0710537249967ef65440f14
120099,용산PF재구조화1호,이지스용산PF재구조화일반사모부동산투자신탁제1호,Fund,모펀드,수익차등(운용),수익차등,Y,운용,용산라이프PFV 대여금,"과학기술인공제회, 이지스국내PF재구조화1-3호(모), 현대커머셜",,885,8dab07c176fc66a09c23ba8657875f58cbe1aec890d1a80539da5018b429ecbb
120100,용산PF재구조화1호(1종),이지스용산PF재구조화일반사모부동산투자신탁제1호(1종),Fund,자펀드,수익차등(수익권),수익차등,Y,운용,,"과학기술인공제회, 현대커머셜",,886,c59e8b1fcf58481bfc1f544e47f2a849759f2bc38b33f3720d604c1a66718906
120101,용산PF재구조화1호(2종),이지스용산PF재구조화일반사모부동산투자신탁제1호(2종),Fund,자펀드,수익차등(수익권),수익차등,Y,운용,용산전자상가 특별계획구역8 B/L (이지스용산PF재구조화1호 2종 수익증권),이지스국내PF재구조화1-3호(모),,887,50f9c9b3c23c8ef3e5260a9bd56cb92e748c5bee488f133fcc0b78800747f321
120102,국내PF재구조화1-3호(모),이지스국내PF재구조화일반사모부동산모투자신탁제1-3호,Fund,모펀드,모펀드,일반,Y,운용,이지스용산PF재구조화일반사모1호(2종),이지스국내PF재구조화1호(자),,888,3c8e0b3f390e2175d74cf59646cdee47959c5dff63ef2c7712919d616ed38989
120103,501호(4종),이지스일반사모부동산자투자신탁제501호(4종),Fund,자펀드,수익차등(수익권),수익차등,N,운용,,,,889,687efb508f637b99ece5c05b3b8890f6fc02042ed8486e6aaf887a809d35bf95
120104,코어에너지인프라2호,이지스코어에너지인프라일반사모투자신탁제2호,Fund,일반펀드,일반펀드,일반,Y,운용,,"국민은행, 삼성화재, 이지스자산운용, 케이비손해보험",,890,4f68fc795bd5db492ce01557ea53a3434248159c82a7ad42df912af11b24be77
120105,제330호(F1종),이지스일반사모부동산투자신탁제330호(F1종),Fund,자펀드,수익차등(수익권),수익차등,Y,운용,,,,891,29a03f463e34a68ea4f1140d0f4be555d8f71ba231a78015981f3e235b9efee3
120106,130-4호,이지스일반사모부동산자투자신탁제130-4호,Fund,자펀드,자펀드,일반,Y,청산,이지스 130호(모) 제1-1종 수익증권,,,892,350bb879fec0e0a818a7c7bac6aa933bb194fc7725e8e34e79f58e7798f105ce
120107,130-5호,이지스일반사모부동산자투자신탁제130-5호,Fund,자펀드,자펀드,일반,Y,청산,이지스 130호(모) 제2-1종 수익증권,,,893,6a635a4879c4735f707181d52673955927dce7664691802986be7d7c3dae2d95
120108,424호(우선주식1-1),이지스제424호전문투자형사모부동산투자회사(우선주식1-1),Fund,자펀드,수익차등(수익권),수익차등,Y,청산,,,,894,82e382a632fcd0a377e2bb7a4fadd07bc74b0ced4a70acea7f9a93108b4976d7
120109,424호(보통주식1-1),이지스제424호전문투자형사모부동산투자회사(보통주식1-1),Fund,자펀드,수익차등(수익권),수익차등,Y,청산,,,,895,6bb47367a4d42ddc2e750b6e90f4b968f3b32e2319a2fdf49731b785864f5c2c
120110,130호(1종),이지스일반사모부동산모투자신탁제130호(1종),Fund,자펀드,수익차등(수익권),수익차등,Y,청산,,,,896,515669b0ce8a95dc27281f20ce9dfd6b76d7d4a79845bf6aadf93fc88da5b4db
120111,130호(1-1종),이지스일반사모부동산모투자신탁제130호(1-1종),Fund,자펀드,수익차등(수익권),수익차등,Y,청산,,,,897,935db0dac7d9c547ef54e36d1d7cca046e4b1714d30d42fff04c03a00888536e
120112,130호(2-1종),이지스일반사모부동산모투자신탁제130호(2-1종),Fund,자펀드,수익차등(수익권),수익차등,Y,청산,,,,898,1657c6fa9cd114c9ad41a89ae6d487e54582ebc1388f15d9133b01d5ba75957f
120113,421호(C-1종),이지스일반사모부동산투자신탁421호(C-1종),Fund,자펀드,수익차등(수익권),수익차등,Y,운용,,,,899,10a872ea41960b6bfbab6e91ae08ab842f804f44545b69cd0f1bc2542d7645a7
120114,스카이로지스(보통주),스카이로지스사모부동산투자회사(보통주),Fund,자펀드,수익차등(수익권),수익차등,N,운용,,,,900,30a2fb2527c61814660ee38baa8f84c0c78b8cb2ea15ecf46aba5da4fde374f4
120115,스카이로지스(1종),스카이로지스사모부동산투자회사(1종),Fund,자펀드,수익차등(수익권),수익차등,N,운용,,,,901,0ddf6d441b41703e40944fe2e7ab41b782586780ca73088302252552ab9e4c3d
120116,스카이로지스(2종),스카이로지스사모부동산투자회사(2종),Fund,자펀드,수익차등(수익권),수익차등,N,운용,,,,902,266fd363f3ec3fb94eca9322f6d14b643568fb8fb3e950a6e3067e8892575806
120117,스카이로지스(3종),스카이로지스사모부동산투자회사(3종),Fund,자펀드,수익차등(수익권),수익차등,N,운용,,,,903,f2ba63ac2216d56dd8247f4e18549bde2876746abffb509c35ee62ec6de68fcf
120118,451호(최우선),이지스일반사모부동산투자신탁제451호(최우선),Fund,자펀드,수익차등(수익권),수익차등,Y,운용,,,,904,fc1a333c57af03af0c26238b75563b8f157d1bf8aaba564fe93da2aab9c4e1bc
120119,국내PF재구조화1-4호(모),이지스국내PF재구조화일반사모부동산모투자신탁제1-4호,Fund,모펀드,모펀드,일반,Y,운용,안성산하3지구물류센터개발사업,비공개,,905,91fcb0657e9bab9752dc0dab44361c0e58c3db33295100c2dac89c49451e4a3f
120120,72호(1종),이지스일반사모부동산투자신탁72호(1종),Fund,자펀드,수익차등(수익권),수익차등,Y,운용,,,,906,9f4abfc142ff1ac4bc16a6930e14ebb9eba808cf4ac3045660a736f3513e8199
120121,72호(2종),이지스일반사모부동산투자신탁72호(2종),Fund,자펀드,수익차등(수익권),수익차등,Y,운용,,,,907,cc15aa1d88addcb64d9eee43568cd02cfc54bba58a6bb586e17fb7a88c947851
120122,실물우선주2호,이지스실물우선주일반사모부동산투자신탁제2호,Fund,,해당없음,,Y,설정예정,,,,908,7bdc9df3ebadc0eee78649e0e8b8e8fcdf618f14a0e20b8e530665642446e1de
120123,부동산대출 2호,이지스부동산대출일반사모부동산투자신탁제2호,Fund,모펀드,수익차등(운용),수익차등,Y,운용,,,,909,c926a3a02c6d486903efc422557863a6dea3a9166e59d739266dac259c46397f
120124,부동산대출 2호(1종),이지스부동산대출일반사모부동산투자신탁제2호(1종),Fund,자펀드,수익차등(수익권),수익차등,Y,운용,,,,910,c6b2529220ae874f4ce9701da7126f446699da7b3d317b78f8551c5578526791
120125,부동산대출 2호(2종),이지스부동산대출일반사모부동산투자신탁제2호(2종),Fund,자펀드,수익차등(수익권),수익차등,Y,운용,,,,911,893b6d8b5836511b97b18951070f63de70dc6558b4a9402ab4d95609384e03a5
120126,NPL리스트럭처링,이지스 NPL 리스트럭처링일반사모부동산투자신탁,Fund,일반펀드,일반펀드,일반,Y,운용,,,,912,365f1536620946cdfa59fcf5e59febd33d82a207b96f8c25415a59e47dee431f
190001,517호,이지스일반사모부동산모투자회사제517호,Fund,모펀드,모펀드,일반,Y,운용,은평 시니어리빙 복합시설 개발,이지스일반사모부동산투자신탁제517의1호,,913,faa906df20592ab2a8f6d3d47cc23c37211adfe7b356b10ea454203936279999
190002,543호,이지스부동산일반사모투자회사제543호,Fund,모펀드,수익차등(운용),수익차등,Y,운용,분당야탑물류센터,"쿠팡, 쿠팡로지스틱스","농협은행, 중소기업은행, 케이디비산업은행, 하나은행",914,653e8d30fdbfa36bcdd0fc40b2719590b02c5f28229dbf6259e1e533e9a8aad6
190003,543호(1종),이지스부동산일반사모투자회사제543호(제1종),Fund,자펀드,수익차등(수익권),수익차등,Y,미설정,,,,915,0266b4db3f9111266470cfee279b36d15fb87a048d29c9e8572db6e3d0a04473
190004,543호(보통주),이지스부동산일반사모투자회사제543호(보통주식),Fund,자펀드,수익차등(수익권),수익차등,Y,운용,,,,916,d3077fcafbc011865e8bb46d66fba21e5c2ea4c185dac92d70749547a7bcb9bc
190005,542호,이지스제542호부동산일반사모투자회사,Fund,모펀드,수익차등(운용),수익차등,Y,운용,가산 임대형기숙사개발사업,,"더케이저축은행, 모아저축은행, 미래에셋증권, 미정, 삼성증권, 신한캐피탈, 엔에이치저축은행, 우리금융캐피탈, 하나은행",917,c03364fca44f7207340104c105092125b09cae1f5924c912747ef2bab259cc8f
190006,542호(1종),이지스제542호부동산일반사모투자회사(제1종),Fund,자펀드,수익차등(수익권),수익차등,Y,운용,가산 임대형기숙사개발사업,,,918,0bdcf3e550c5ef29cbadc0a917e8ee4a81f69f386ad906a06db2797c9d762815
190007,542호(보통주식),이지스제542호부동산일반사모투자회사(보통주식),Fund,자펀드,수익차등(수익권),수익차등,Y,운용,가산 임대형기숙사개발사업,,,919,538e9c6d6c1bb076313eb456b2b24e62e94c2c409ec41f542f0592aef7f5259e
190008,550호,이지스부동산일반사모투자회사제550호,Fund,일반펀드,일반펀드,일반,Y,운용,이태원동 133-17 외 2필지,비공개,,920,c266cab4476890f7868e728d0976b629270cf06e99289685f966207147211d27
190009,랜드마크부동산,이지스랜드마크부동산일반사모투자회사,Fund,일반펀드,일반펀드,일반,Y,운용,The-K호텔서울 부지 재개발사업,비공개,,921,4f359edbaf7733cf9c663fcdf9da457abdff2b8b450a284765a7167582d613f2
190010,426-1호,이지스일반사모부동산투자회사제426의1호,Fund,모펀드,수익차등(운용),수익차등,Y,운용,이지스일반사모426호(1종),비공개,,922,a5ff270c509ea1531a2731ec948bcd1722566048272d0c7df7b4fcf449799c20
190011,426-1호(1종),이지스일반사모부동산투자회사제426의1호(1종),Fund,자펀드,수익차등(수익권),수익차등,Y,운용,,,,923,8cdf370cd81a1afca75cb2713893ecf93aa1bd35d95095614fcdaa398fff32bd
190012,426-1호(보통주),이지스일반사모부동산투자회사제426의1호(보통주),Fund,자펀드,수익차등(수익권),수익차등,Y,운용,,,,924,f256ef96e91b9edd431db546dfa6fc6d18f83826b4d833a944395bb37eaec186
190013,560호,이지스제560호부동산일반사모투자회사,Fund,일반펀드,일반펀드,일반,Y,운용,포천정교리물류센터,비공개,,925,ef527d798bc9e72bd79dfe826454d2c97c050ee7b6a29a62b4700116a4f4c998
190014,572호,이지스제572호부동산일반사모투자회사(운용),Fund,모펀드,수익차등(운용),수익차등,Y,운용,명지녹산데이터센터개발사업,비공개,,926,66de48c205246be37dbd83b923359eb6efed4f7e439995d50822f2b24167511b
190015,572호(보통주),이지스제572호부동산일반사모투자회사(보통주),Fund,자펀드,수익차등(수익권),수익차등,Y,운용,,,,927,080426bdc46f4efeff5175730de264e0f14ed75f7946d979886d1e32256432e6
190016,572호(1종),이지스제572호부동산일반사모투자회사(1종),Fund,자펀드,수익차등(수익권),수익차등,Y,운용,,,,928,63ff03394aa2561d0a0b8ebe0d712f3cd82debe09db069d8332c7127dc6cbd16
190017,574호,이지스제574호부동산일반사모투자회사(운용),Fund,모펀드,수익차등(운용),수익차등,Y,운용,하남시풍산동9MW 데이터센터,"굿포어스, 그린웨이브알앤디, 삼우디씨디, 신한투자증권, 어반웰스, 이지스자산운용","신한투자증권, 중소기업은행",929,fdd00817356d9334bb57a1006bd4601b7fc37b83f0ae17e02fd440268ef1e78a
190018,574호(보통주),이지스제574호부동산일반사모투자회사(보통주),Fund,자펀드,수익차등(수익권),수익차등,Y,운용,,,,930,08f1f4e5454cad200b749a56e9153c1c189bc824d5141a9fdc5530a246afd3b1
190019,574호(1종),이지스제574호부동산일반사모투자회사(1종),Fund,자펀드,수익차등(수익권),수익차등,Y,운용,,,,931,e74705a59b22b8aad51a7aa2f344524dee7769c1bd5f239a569ce957b5c41fe7
200001,521-1호,이지스유럽일반사모부동산투자신탁521-1호,Fund,일반펀드,일반펀드,일반,Y,운용,Hines European Property Partners,"에이비엘생명보험, 하인즈코리아투자자문",,932,b0e44ff402b102c66a4fc0bc3919c8587d6ea706e117fe681b1cb96ca20fa0d6
200002,521-2호,이지스유럽일반사모부동산투자신탁521-2호,Fund,일반펀드,일반펀드,일반,Y,운용,Hines European Property Partners,"에이비엘생명보험, 하인즈코리아투자자문",,933,b1869c02b4e5da79449086addadf5d9c61a96a75c1c7b9b0dfa982612fe91921
200003,519호,이지스유럽포트폴리오일반사모부동산투자신탁제519호(대출),Fund,,해당없음,,Y,설정예정,,,,934,642df62e227d4cfce4a769c9fb54a40378a3a8687bf644dd6cd28af63a90d13d
200004,504호,이지스판테온글로벌세컨더리일반사모투자신탁504호,Fund,일반펀드,일반펀드,일반,Y,운용,Pantheon PGSF VII,"DB손해보험, 신한캐피탈",,935,64b502ee843d46c2b71fbb7730a46c203d7594099ef7d6c67ee611d486117d21
200005,504-1호,이지스판테온글로벌세컨더리일반사모투자신탁504-1호,Fund,일반펀드,일반펀드,일반,Y,운용,Pantheon PGSF VII,"에이비엘생명보험, 케이리츠투자운용",,936,5be3e957556d19bf76f71c58664dd255e59ae590ad6da5bc5a231dd24623b460
200006,세컨더리1호,이지스글로벌세컨더리일반사모혼합자산투자신탁제1호,Fund,일반펀드,일반펀드,일반,Y,운용,"Pantheon Viking Co-Invest LP, NMP V, PGSF VII, PSD III","삼성화재, 신한투자증권",,937,7c7f744358c253371527a7f389267d0ebc6d914feb4f6da2ea49a2104a70e3db
200007,세컨더리2호,이지스글로벌세컨더리일반사모혼합자산투자신탁제2호,Fund,일반펀드,일반펀드,일반,Y,운용,"Pantheon Viking Co-Invest LP, NMP V","신한캐피탈, 에이비엘생명보험",,938,570389ff0e31b10018de3aa6d9a19d75705dfc18bcaddab3d061b9b08a6eaac4
200008,530호,이지스글로벌일반사모부동산투자신탁530호,Fund,일반펀드,일반펀드,일반,Y,운용,Toronto The One Super-senior Loan (Receivership Funding),"메리츠증권, 메리츠캐피탈, 메리츠화재",,939,8e42a7420fdb10f0f6159024e3147b06b2dfbf3cf1b2f62f9a6838738671ff66
200009,529호,이지스미국일반사모부동산투자신탁529호,Fund,일반펀드,일반펀드,일반,Y,운용,Bridge Debt Strategies V Green Bridge LP,"케이비증권, 한화생명보험",,940,38960f54fd39ec01be9cd41538eceb4990a7abe442968cbbcb48669777531179
200010,531호,이지스BX글로벌대출일반사모부동산투자신탁제531호,Fund,일반펀드,일반펀드,일반,Y,운용,Blackstone Real Estate Debt Strategies V,공무원연금공단,,941,b2530699d5397c05fa0da11aafc76464c7e939269b63481a339dd4639fc220b0
200011,532호,이지스SW유럽대출일반사모부동산투자신탁제532호,Fund,일반펀드,일반펀드,일반,Y,운용,Starwood European Real Estate Debt Finance II (SEREDF II,공무원연금공단,,942,8033bdbc5cc95bc202536ea7a0d02bf5d6f67a70af3eee14ffeeaf4ea3e0c969
200012,506호,이지스스텝스톤세컨더리일반사모투자신탁506호,Fund,일반펀드,일반펀드,일반,Y,운용,"StepStone Secondary Opportunities Fund V Offshore, L.P.","교보생명보험, 엔에이치농협캐피탈",,943,b40ca16fc6de448fe951d9e0d8303aa7877449ba0e32df4235b727b2358d9511
200013,514호,이지스스텝스톤세컨더리일반사모투자신탁514호,Fund,일반펀드,일반펀드,일반,Y,운용,"StepStone Secondary Opportunities Fund V Offshore, L.P.","DB손해보험, 한화투자증권",,944,f56050b6e738a15fe5e7a2026e616202ccb047d38efe290e0e125a31bb15a503
200014,528호,이지스TKO유럽크레딧일반사모투자신탁528호,Fund,일반펀드,일반펀드,일반,Y,운용,TIKEHAU Capital이운용하는TIKEHAU Direct Lending 6L의수익증권,대한소방공제회,,945,318d0d6f7a777ea5d8f991627f6935066f1318498663df59a1b01277cff89628
200015,글로벌인프라3호,이지스글로벌인프라일반사모투자신탁제3호,Fund,일반펀드,일반펀드,일반,Y,청산,,"DB손해보험, DB증권",,946,8d1855039ec70db9bed44d584fbf3edbe59129bb5c1203158992c469a4d35ea0
200016,547호,이지스아디안유럽인프라일반사모투자신탁547호,Fund,일반펀드,일반펀드,일반,Y,운용,"ARDIAN Infrastructure Fund VI S.C.S., SICAV-RAIF",대한소방공제회,,947,ef863eca3ca28755c8cff81ec0cb8c5259c0b31b7cf7d81ad28dfd12761dcd72
200017,548호,이지스글로벌일반사모부동산투자신탁548호,Fund,일반펀드,일반펀드,일반,Y,운용,London Canon Bridge House Senior Loan,"메리츠캐피탈, 메리츠화재, 아스테이온제일차(SPC)",,948,dd5788a8392a606d8ba5dd1f19837be38da9a30a5dfd174b265301d3a132b7ce
200018,세컨더리3호,이지스글로벌세컨더리일반사모혼합자산투자신탁제3호,Fund,일반펀드,일반펀드,일반,Y,운용,"Golub Capital Partners International 11, L.P.","신한캐피탈, 아이엠라이프생명보험",,949,e3672641d5863ec47a5554c84af91ed2d8e718ffceff611673b69a0ba47fce99
200019,세컨더리4호,이지스글로벌세컨더리일반사모혼합자산투자신탁제4호,Fund,일반펀드,일반펀드,일반,Y,운용,"CollerCredit Secondaries - Opportunities Fund II-B, L.P.","모멘스솔루션, 신한캐피탈",,950,d1e6c597affcba32217f5cb7ae82c3f2a9ab9bab94b2a30e9dd8d95a93a90058
200020,글로벌인프라4호,이지스글로벌인프라일반사모투자신탁제4호,Fund,일반펀드,일반펀드,일반,Y,운용,SB Holding AB 그룹의 MidCo에 대한 중순위 대출,"DB손해보험, 케이리츠투자운용",,951,07e22b19d331963f5aef2513ed95dbdaef5a25f10722177ba5558abb4e03483a
200021,세컨더리5호,이지스글로벌세컨더리일반사모혼합자산투자신탁제5호,Fund,일반펀드,일반펀드,일반,Y,운용,Abry Advanced Securities Fund III CV-A,"교원라이프, 교원인베스트",,952,67e3c07f0679129403758fe143e40c42e5bbd31b96af661dd6c1dcb972be38db
200022,글로벌코어1호,연기금글로벌코어인프라일반사모특별자산투자신탁1호,Fund,일반펀드,일반펀드,일반,Y,운용,Brookfield Super-Core Infrastructure Partners Partnership L.P.,신한은행,,953,4623d68d22123dbaef614e1537bfb395868c7bb2631e476093cf7c94701d3455
200023,551호,이지스글로벌일반사모부동산투자신탁551호,Fund,일반펀드,일반펀드,일반,Y,운용,London Office One Poultry,,,954,9fa1e0b2701061269e8eeed8078f4c275a672aa18b8a7aa2456b7abb36c5e4ba
200024,549호,이지스아디안유럽인프라일반사모투자신탁549호,Fund,일반펀드,일반펀드,일반,Y,운용,"ARDIAN Infrastructure Fund VI S.C.S., SICAV-RAIF","고용노동부 장애인고용촉진및직업재활기금, 신한라이프생명보험",,955,2844b532cce5d7b8aa65ecc2026d8f1f5a2e59daf5174aa881e62ed4abeb8a6e
200025,556호,이지스AEW북미일반사모부동산투자신탁556호,Fund,일반펀드,일반펀드,일반,Y,운용,AEW Partners Real Estate Fund X,공무원연금공단,,956,fc35d2d704de0892e25293815b969a1d8bd3722b8d9070501a83034c8ceafde0
200026,557호,이지스Brookfield글로벌일반사모부동산투자신탁557호,Fund,일반펀드,일반펀드,일반,Y,운용,Brookfield Strategic Real Estate Partners V,공무원연금공단,,957,2bd161c8e0e40ed800e8b1d61c3718df1340186ae8bae9bf872bbef93c11dda9
200027,558호,이지스글로벌인프라일반사모투자신탁558호,Fund,일반펀드,일반펀드,일반,Y,운용,EQT Infrastructure VI (No.1) EUR SCSp,"신한캐피탈, 케이비증권",,958,16c65f87a7f5a2b835fafcd5eb880705b26b0e0eee0cdb62ed7ead7b9c2dd9bd
